latitude,longitude,distances,ind,fotograma,section,classes,ind2,scores,boxes,class_id,area,center,height,width,total_area,fail_id_section,class_id_readable
,,,445,1028,,Desenfoque de linea blanca,552,0.28885263204574585,"[0.00035219191340729594, 0.5313006639480591, 0.3141069710254669, 0.9128955602645874]",D44,27585.15204190041,"(462.1427917480469, 56.60264932899736)",137.3741626739502,200.80305863171816,230400,99,Desenfoque de linea blanca
,,,446,1029,,Desenfoque de linea blanca,553,0.5061665177345276,"[0.00037028788938187063, 0.5406102538108826, 0.3043043911457062, 0.9209408164024353]",D44,26633.186722307382,"(467.6963424682617, 54.84144222631585)",136.91900253295898,194.51782608404756,230400,99,Desenfoque de linea blanca
,,,447,1030,,Desenfoque de linea blanca,554,0.4303824305534363,"[0.0001127243012888357, 0.5522904396057129, 0.29494142532348633, 0.9213533997535706]",D44,25069.9053624883,"(471.5660285949707, 53.10974693245953)",132.86266565322876,188.6903686542064,230400,99,Desenfoque de linea blanca
,,,448,1031,,Desenfoque de linea blanca,555,0.2743326425552368,"[0.0003220558282919228, 0.5516436100006104, 0.2915210425853729, 0.9176514744758606]",D44,24556.28988218478,"(470.1744270324707, 52.53175771445967)",131.7628312110901,186.36735152453184,230400,99,Desenfoque de linea blanca
,,,449,1032,,Desenfoque de linea blanca,556,0.2028639167547226,"[0.00020515918731689453, 0.5831805467605591, 0.2621324956417084, 0.9279379844665527]",D44,20805.441956621962,"(483.5579299926758, 47.22077786922455)",124.11267757415771,167.63349533081055,230400,99,Desenfoque de linea blanca
,,,450,1035,,Desenfoque de linea blanca,557,0.34596747159957886,"[0.20396772027015686, 0.5651644468307495, 0.39599138498306274, 0.9471556544303894]",D44,16900.15140204855,"(483.94243240356445, 107.99263894557953)",137.51683473587036,122.89514541625977,230400,100,Desenfoque de linea blanca
,,,451,1036,,Desenfoque de linea blanca,558,0.2369747906923294,"[0.2204611748456955, 0.5792509317398071, 0.39949074387550354, 0.9497658610343933]",D44,15283.152716709788,"(489.28537368774414, 111.59134536981583)",133.38537454605103,114.57892417907715,230400,100,Desenfoque de linea blanca
,,,452,1038,,Desenfoque de linea blanca,559,0.23599456250667572,"[0.23871102929115295, 0.588844358921051, 0.4099403917789459, 0.9550586938858032]",D44,14447.611494122248,"(494.04897689819336, 116.7572557926178)",131.8371605873108,109.5867919921875,230400,101,Desenfoque de linea blanca
,,,453,1039,,Desenfoque de linea blanca,560,0.45036303997039795,"[0.2412717342376709, 0.5837390422821045, 0.4100460410118103, 0.9535251259803772]",D44,14379.35384007933,"(491.92453384399414, 117.23719954490662)",133.12299013137817,108.01555633544922,230400,101,Desenfoque de linea blanca
,,,453,1039,,Desenfoque de linea blanca,561,0.20604851841926575,"[0.00020892619795631617, 0.6119194626808167, 0.2852892279624939, 0.9337826371192932]",D44,21140.778446395292,"(494.62467193603516, 51.38966774888104)",115.87074279785156,182.45139312930405,230400,101,Desenfoque de linea blanca
,,,454,1040,,Desenfoque de linea blanca,562,0.3829713463783264,"[0.24310961365699768, 0.5743688941001892, 0.41128072142601013, 0.9512220621109009]",D44,14601.787713935573,"(488.1891059875488, 117.7902603149414)",135.6671404838562,107.62950897216797,230400,101,Desenfoque de linea blanca
,,,455,1041,,Desenfoque de linea blanca,563,0.20901013910770416,"[0.2429395616054535, 0.5710204839706421, 0.4085375666618347, 0.9515007734298706]",D44,14516.761397235314,"(487.20680236816406, 117.26588308811188)",136.97290420532227,105.98272323608398,230400,101,Desenfoque de linea blanca
,,,456,1043,,Desenfoque de linea blanca,564,0.3193160891532898,"[0.22553929686546326, 0.5614250898361206, 0.3992544114589691, 0.9489430785179138]",D44,15510.005409231962,"(483.317813873291, 112.46286749839783)",139.50647592544556,111.17767333984375,230400,102,Desenfoque de linea blanca
,,,457,1046,,Desenfoque de linea blanca,565,0.2217235267162323,"[0.18799403309822083, 0.5501882433891296, 0.3924725353717804, 0.9523664712905884]",D44,18947.359108989986,"(480.81750869750977, 104.48398232460022)",144.78416204452515,130.86624145507812,230400,103,Desenfoque de linea blanca
,,,458,1047,,Desenfoque de linea blanca,566,0.26366931200027466,"[0.175242617726326, 0.5563617944717407, 0.38527750968933105, 0.9440062046051025]",D44,18758.90345527837,"(480.11775970458984, 100.89362293481827)",139.55198764801025,134.42233085632324,230400,103,Desenfoque de linea blanca
,,,459,1067,,Desenfoque de linea blanca,567,0.24766652286052704,"[0.0, 0.5737683773040771, 0.3755759000778198, 0.9396975040435791]",D44,31664.830726628134,"(484.30908203125, 67.60366201400757)",131.7344856262207,240.3685760498047,230400,104,Desenfoque de linea blanca
,,,460,1068,,Desenfoque de linea blanca,568,0.3151467442512512,"[0.10623302310705185, 0.5603955984115601, 0.37796521186828613, 0.9489105343818665]",D44,24323.79200662475,"(482.9779624938965, 87.15568229556084)",139.8653769493103,173.90860080718994,230400,104,Desenfoque de linea blanca
,,,461,1069,,Desenfoque de linea blanca,569,0.3515758812427521,"[0.1251043826341629, 0.5676305890083313, 0.37297505140304565, 0.946496307849884]",D44,21636.794673298755,"(484.5206069946289, 89.65429812669754)",136.39165878295898,158.63722801208496,230400,104,Desenfoque de linea blanca
,,,462,1070,,Desenfoque de linea blanca,570,0.30689772963523865,"[0.10379032790660858, 0.55768221616745, 0.36895498633384705, 0.9515141248703003]",D44,24060.74193767547,"(482.9428291320801, 85.09415656328201)",141.77948713302612,169.70538139343262,230400,104,Desenfoque de linea blanca
,,,463,1071,,Desenfoque de linea blanca,571,0.40937748551368713,"[0.09659528732299805, 0.5600602626800537, 0.36197948455810547, 0.9455702304840088]",D44,23571.8215676432,"(481.8017578125, 82.54345893859863)",138.78358840942383,169.84588623046875,230400,104,Desenfoque de linea blanca
,,,464,1072,,Desenfoque de linea blanca,572,0.35066065192222595,"[0.09060996770858765, 0.5788618326187134, 0.34797120094299316, 0.9469570517539978]",D44,21826.584471017213,"(488.2620429992676, 78.94461035728455)",132.5142788887024,164.71118927001953,230400,104,Desenfoque de linea blanca
,,,465,1073,,Desenfoque de linea blanca,573,0.6341626048088074,"[0.0949842780828476, 0.6068454384803772, 0.3311188220977783, 0.9455966353416443]",D44,18429.894006992028,"(496.7814636230469, 76.69855803251266)",121.95043087005615,151.12610816955566,230400,104,Desenfoque de linea blanca
,,,466,1074,,Desenfoque de linea blanca,574,0.4689062833786011,"[0.08741939067840576, 0.6569021940231323, 0.30239230394363403, 0.9442211389541626]",D44,14230.838160717758,"(512.3594665527344, 70.16610503196716)",103.4348201751709,137.5826644897461,230400,104,Desenfoque de linea blanca
,,,467,1075,,Desenfoque de linea blanca,575,0.3716191351413727,"[0.09506390243768692, 0.7199922204017639, 0.2619895040988922, 0.9447572231292725]",D44,8644.385275239585,"(532.7198219299316, 64.26961317658424)",80.91540098190308,106.83238506317139,230400,104,Desenfoque de linea blanca
,,,468,1093,,Desenfoque de linea blanca,576,0.4063381552696228,"[0.14089278876781464, 0.6018174886703491, 0.40076732635498047, 0.9424111247062683]",D44,20393.075789560156,"(494.1531562805176, 97.49882072210312)",122.61370897293091,166.31970405578613,230400,105,Desenfoque de linea blanca
,,,469,1099,,Desenfoque de linea blanca,577,0.33185333013534546,"[0.21333852410316467, 0.6787629723548889, 0.33662453293800354, 0.9126496911048889]",D44,6643.5748010873795,"(509.2520523071289, 98.99335026741028)",84.19921875,78.90304565429688,230400,106,Desenfoque de linea blanca
,,,470,1104,,Desenfoque de linea blanca,578,0.29390430450439453,"[0.2427680492401123, 0.6958929300308228, 0.3691028952598572, 0.9450411200523376]",D44,7252.093030456217,"(525.0988960266113, 110.1367700099945)",89.69334840774536,80.85430145263672,230400,107,Desenfoque de linea blanca
,,,471,1105,,Grieta Vertical,579,0.5044591426849365,"[0.2354811728000641, 0.5436659455299377, 0.413530170917511, 0.910304069519043]",D00,15040.408469280874,"(465.2704048156738, 116.82204186916351)",131.98972463607788,113.95135879516602,230400,254,Grieta Vertical
,,,472,1106,,Grieta Vertical,580,0.4999241232872009,"[0.23570466041564941, 0.550416886806488, 0.4045852720737457, 0.9229776859283447]",D00,14496.375314425723,"(471.4862632751465, 115.25218784809113)",134.1218876838684,108.08359146118164,230400,254,Grieta Vertical
,,,473,1107,,Grieta Vertical,581,0.21727254986763,"[0.24490293860435486, 0.5888109803199768, 0.38827282190322876, 0.9153582453727722]",D00,10786.64677221559,"(481.3341522216797, 113.97163689136505)",117.55701541900635,91.7567253112793,230400,254,Grieta Vertical
,,,474,1109,,Grieta Vertical,582,0.382269024848938,"[0.2203015834093094, 0.6075836420059204, 0.35638776421546936, 0.9286271929740906]",D00,10066.08170274187,"(491.5874671936035, 103.80408257246017)",115.57567834854126,87.09515571594238,230400,255,Grieta Vertical
,,,475,1110,,Grieta Vertical,583,0.3406837284564972,"[0.21459956467151642, 0.6862421631813049, 0.32027697563171387, 0.9121346473693848]",D00,5500.047256557377,"(511.4805793762207, 96.27777725458145)",81.32129430770874,67.63354301452637,230400,255,Grieta Vertical
,,,476,1111,,Desenfoque de linea blanca,584,0.594698965549469,"[0.22608180344104767, 0.6874767541885376, 0.327888548374176, 0.9171730875968933]",D44,5387.820140708186,"(513.4879493713379, 99.71466332674026)",82.69068002700806,65.15631675720215,230400,108,Desenfoque de linea blanca
,,,476,1111,,Desenfoque de linea blanca,585,0.37882158160209656,"[0.0, 0.5186176896095276, 0.30206990242004395, 0.8750986456871033]",D44,24809.971418946952,"(445.9892272949219, 54.37258243560791)",128.33314418792725,193.32473754882812,230400,108,Desenfoque de linea blanca
,,,477,1112,,Desenfoque de linea blanca,586,0.3676537275314331,"[0.0002240657777292654, 0.5188307762145996, 0.2942408323287964, 0.876557469367981]",D44,24232.92955314346,"(446.5242385864258, 53.00368165917462)",128.78160953521729,188.17073059268296,230400,108,Desenfoque de linea blanca
,,,478,1113,,Grieta Vertical,587,0.4495812952518463,"[0.540065586566925, 0.7520970702171326, 0.593701183795929, 0.9133729934692383]",D00,1992.9900585106225,"(532.9504203796387, 204.07801866531372)",58.05933237075806,34.3267822265625,230400,256,Grieta Vertical
,,,478,1113,,Grieta Vertical,589,0.37033790349960327,"[0.15205833315849304, 0.7290541529655457, 0.2608756124973297, 0.9324431419372559]",D00,5099.267272867928,"(531.6791343688965, 74.3281102180481)",73.22003602981567,69.64305877685547,230400,256,Grieta Vertical
,,,478,1113,,Grieta e Intervalo Lineal Transversal,588,0.3975205719470978,"[0.6365338563919067, 0.7869740724563599, 0.8378069996833801, 0.867786169052124]",D10,3747.526202373956,"(529.5232772827148, 265.38135409355164)",29.092354774475098,128.81481170654297,230400,358,Grieta e Intervalo Lineal Transversal
,,,478,1113,,Desenfoque de linea blanca,590,0.2723463773727417,"[0.2445378303527832, 0.6712446808815002, 0.32279616594314575, 0.8499369025230408]",D44,3221.949507520003,"(486.7781066894531, 102.12011933326721)",64.32919979095459,50.08533477783203,230400,108,Desenfoque de linea blanca
,,,478,1113,,Desenfoque de linea blanca,591,0.2619827389717102,"[1.533031536382623e-05, 0.5190632343292236, 0.3021385073661804, 0.8707243800163269]",D44,24478.8439865052,"(444.7320365905762, 54.387690782677964)",126.59801244735718,193.35883331252262,230400,108,Desenfoque de linea blanca
,,,479,1114,,Grieta Vertical,593,0.29055050015449524,"[0.16754689812660217, 0.6351425051689148, 0.32155126333236694, 0.9196741580963135]",D00,10095.924462343146,"(497.54133224487305, 88.03766906261444)",102.43139505386353,98.56279373168945,230400,256,Grieta Vertical
,,,479,1114,,Grieta e Intervalo Lineal Transversal,594,0.2450147420167923,"[0.26516735553741455, 0.7093437910079956, 0.35727497935295105, 0.7453880906105042]",D10,764.9175832663332,"(465.5142021179199, 112.03962028026581)",12.975947856903076,58.94887924194336,230400,358,Grieta e Intervalo Lineal Transversal
,,,479,1114,,Desenfoque de linea blanca,592,0.3817926347255707,"[9.608268555894028e-06, 0.5181184411048889, 0.3000853657722473, 0.8871349692344666]",D44,25512.863433952956,"(449.68109130859375, 54.01709532734458)",132.84595012664795,192.0484848023625,230400,108,Desenfoque de linea blanca
,,,480,1115,,Desenfoque de linea blanca,595,0.2791256606578827,"[0.0, 0.5227978825569153, 0.29382529854774475, 0.8700109124183655]",D44,23505.401585366235,"(445.69881439208984, 52.888553738594055)",124.99669075012207,188.04819107055664,230400,108,Desenfoque de linea blanca
,,,481,1116,,Desenfoque de linea blanca,596,0.31939685344696045,"[7.324219041038305e-05, 0.5243664383888245, 0.29622623324394226, 0.8909939527511597]",D44,25016.33317960565,"(452.9153251647949, 53.333905578183476)",131.98590517044067,189.5379142742604,230400,108,Desenfoque de linea blanca
,,,482,1117,,Grieta Vertical,599,0.38016870617866516,"[0.4650297164916992, 0.6223212480545044, 0.4911266267299652, 0.6818904280662537]",D00,358.17328367625123,"(417.3477363586426, 172.1081417798996)",21.444904804229736,16.702022552490234,230400,257,Grieta Vertical
,,,482,1117,,Grieta e Intervalo Lineal Transversal,600,0.35815665125846863,"[0.5969775319099426, 0.6632583141326904, 0.7364083528518677, 0.7264087200164795]",D10,2028.698020268348,"(444.6934509277344, 240.00945925712585)",22.734146118164062,89.23572540283203,230400,359,Grieta e Intervalo Lineal Transversal
,,,482,1117,,Desenfoque de linea blanca,597,0.5207565426826477,"[0.44430428743362427, 0.5392666459083557, 0.6984071731567383, 0.9159305095672607]",D44,22051.900731650767,"(465.66308975219727, 205.68806290626526)",135.5989909172058,162.62584686279297,230400,108,Desenfoque de linea blanca
,,,482,1117,,Desenfoque de linea blanca,598,0.380807101726532,"[0.0, 0.5166653394699097, 0.3023211359977722, 0.8741884231567383]",D44,24903.195219216832,"(445.07320404052734, 54.417804479599)",128.7083101272583,193.48552703857422,230400,108,Desenfoque de linea blanca
,,,483,1118,,Grieta Vertical,601,0.5507100820541382,"[0.17670324444770813, 0.645220160484314, 0.3261641263961792, 0.9239680171012878]",D00,9598.901873176828,"(502.1402168273926, 90.51612675189972)",100.3492283821106,95.65496444702148,230400,257,Grieta Vertical
,,,483,1118,,Grieta Vertical,602,0.48661330342292786,"[0.5233445167541504, 0.7901440262794495, 0.5859633684158325, 0.9500154256820679]",D00,2306.525977529418,"(556.8510246276855, 199.67541933059692)",57.55370378494263,40.07606506347656,230400,257,Grieta Vertical
,,,484,1119,,Grieta Vertical,604,0.326532244682312,"[0.4458208978176117, 0.6427640914916992, 0.4842301309108734, 0.731398344039917]",D00,784.3676926859189,"(439.7319793701172, 167.40918517112732)",31.9083309173584,24.5819091796875,230400,257,Grieta Vertical
,,,484,1119,,Grieta Vertical,605,0.27013924717903137,"[0.18568776547908783, 0.7637573480606079, 0.27942147850990295, 0.9104963541030884]",D00,3169.0118898000947,"(535.7611846923828, 83.71966391801834)",52.82604217529297,59.98957633972168,230400,257,Grieta Vertical
,,,484,1119,,Desenfoque de linea blanca,603,0.48673832416534424,"[0.2596370577812195, 0.6323714256286621, 0.33557987213134766, 0.7888209819793701]",D44,2737.4329988586396,"(454.7815704345703, 107.13904738426208)",56.32184028625488,48.60340118408203,230400,109,Desenfoque de linea blanca
,,,485,1120,,Desenfoque de linea blanca,606,0.23145580291748047,"[0.44336748123168945, 0.5442193746566772, 0.687933087348938, 0.9168844223022461]",D44,20998.898670217386,"(467.55321502685547, 203.63410234451294)",134.15941715240479,156.52198791503906,230400,109,Desenfoque de linea blanca
,,,486,1121,,Grieta Vertical,607,0.4591299891471863,"[0.16475296020507812, 0.7624276280403137, 0.2512581944465637, 0.9285337924957275]",D00,3310.6297340552373,"(541.1076545715332, 74.88200783729553)",59.798219203948975,55.36334991455078,230400,258,Grieta Vertical
,,,487,1122,,Grieta Vertical,608,0.501858115196228,"[0.38534578680992126, 0.5557050108909607, 0.411604106426239, 0.6749852299690247]",D00,721.6354060315098,"(393.8208770751953, 143.45098078250885)",42.94087886810303,16.80532455444336,230400,258,Grieta Vertical
,,,487,1122,,Grieta Vertical,609,0.4869466722011566,"[0.15985523164272308, 0.6324769854545593, 0.3263808786869049, 0.9211181402206421]",D00,11074.442126054804,"(497.15044021606445, 87.52249985933304)",103.9108157157898,106.57641410827637,230400,258,Grieta Vertical
,,,487,1122,,Grieta e Intervalo Lineal Transversal,610,0.37537315487861633,"[0.050160862505435944, 0.7440904378890991, 0.23096203804016113, 0.8091932535171509]",D10,2711.961353358083,"(497.05078125, 50.602122098207474)",23.437013626098633,115.71275234222412,230400,360,Grieta e Intervalo Lineal Transversal
,,,487,1122,,Desenfoque de linea blanca,611,0.2944072484970093,"[0.00023283957852981985, 0.5392841696739197, 0.2884923815727234, 0.9183372259140015]",D44,25174.80815230432,"(466.43884658813477, 51.97053980722558)",136.45910024642944,184.48610687628388,230400,110,Desenfoque de linea blanca
,,,487,1122,,Desenfoque de linea blanca,612,0.223961740732193,"[0.4558776915073395, 0.5598768591880798, 0.6792829632759094, 0.9222320318222046]",D44,18651.353660714587,"(474.274845123291, 204.3289178609848)",130.4478621482849,142.97937393188477,230400,110,Desenfoque de linea blanca
,,,488,1123,,Grieta Vertical,614,0.3964039981365204,"[0.36880478262901306, 0.6047120094299316, 0.4156181812286377, 0.9266052842140198]",D00,3471.8787484429868,"(490.02153396606445, 141.19613349437714)",115.88157892227173,29.960575103759766,230400,258,Grieta Vertical
